Type,Class,Name,March,April,May,June,July,August,S13 August,S13 September
Mercenary,,Tal Rasha's Guardianship,0,0,0,0,8,0,0,0
Mercenary,,Stealskull,0,0,0,0,15,0,0,0
Mercenary,,Passion,0,0,0,0,1,0,0,0
Mercenary,,Rockfleece,0,0,0,0,6,0,0,0
Mercenary,,Griswold's Valor,0,0,0,0,1,0,0,0
Mercenary,,Stone,0,0,0,0,9,0,0,0
Mercenary,,Tomb Reaver,0,0,0,0,21,0,0,0
Mercenary,,Holocaust Circlet,0,0,0,0,1,0,0,0
Mercenary,,Lidless Wall,0,0,0,0,2,0,0,0
Mercenary,,Veil of Steel,0,0,0,0,6,0,0,0
Mercenary,,Silks of the Victor,0,0,0,0,2,0,0,0
Mercenary,,Gloom,0,0,0,0,2,0,0,0
Mercenary,,Destruction,0,0,0,0,1,0,0,0
Mercenary,,Toothrow,0,0,0,0,5,0,0,0
Mercenary,,Blade of Ali Baba,0,0,0,0,2,0,0,0
Mercenary,,Sazabi's Ghost Liberator,0,0,0,0,1,0,0,0
Mercenary,,Sazabi's Cobalt Redeemer,0,0,0,0,1,0,0,0
Mercenary,,M'avina's True Sight,0,0,0,0,1,0,0,0
Mercenary,,2693,0,0,0,0,2,0,0,0
Mercenary,,Blackoak Shield,0,0,0,0,2,0,0,0
Mercenary,,Bramble,0,0,0,0,3,0,0,0
Mercenary,,Arctic Furs,0,0,0,0,1,0,0,0
Mercenary,,Arctic Horn,0,0,0,0,1,0,0,0
Mercenary,,Prudence,0,0,0,0,1,0,0,0
Mercenary,,Pus Spitter,0,0,0,0,1,0,0,0
Mercenary,,Edge,0,0,0,0,1,0,0,0
Mercenary,,Cruel Visor,0,0,0,0,1,0,0,0
Mercenary,,Hard Leather Armor of Thorns,0,0,0,0,1,0,0,0
Mercenary,,Storm Quill,0,0,0,0,1,0,0,0
Mercenary,,Bloodletter,0,0,0,0,1,0,0,0
Mercenary,,Hailstone Shell,0,0,0,0,1,0,0,0
Mercenary,,Plague Bearer,0,0,0,0,2,0,0,0
Mercenary,,Moser's Blessed Circle,0,0,0,0,2,0,0,0
Mercenary,,Death Hide,0,0,0,0,1,0,0,0
Mercenary,,Isenhart's Horns,0,0,0,0,2,0,0,0
Mercenary,,Razortine,0,0,0,0,1,0,0,0
Mercenary,,Lionheart,0,0,0,0,6,0,0,0
Mercenary,,Rattlecage,0,0,0,0,3,0,0,0
Mercenary,,Rockstopper,0,0,0,0,8,0,0,0
Mercenary,,Spirit Brow,0,0,0,0,1,0,0,0
Mercenary,,Naj's Circlet,0,0,0,0,6,0,0,0
Mercenary,,Cap,0,0,0,0,2,0,0,0
Mercenary,,Swordguard,0,0,0,0,3,0,0,0
Mercenary,,Darkglow,0,0,0,0,3,0,0,0
Mercenary,,Cathan's Visage,0,0,0,0,1,0,0,0
Mercenary,,Holocaust Hood,0,0,0,0,1,0,0,0
Mercenary,,Undead Crown,0,0,0,0,3,0,0,0
Mercenary,,Spetum of the Leech,0,0,0,0,1,0,0,0
Mercenary,,Atma's Wail,0,0,0,0,1,0,0,0
Mercenary,,Trang-Oul's Scales,0,0,0,0,2,0,0,0
Mercenary,,Stone Crest,0,0,0,0,1,0,0,0
Mercenary,,Goldskin,0,0,0,0,7,0,0,0
Mercenary,,Iron Pelt,0,0,0,0,1,0,0,0
Mercenary,,Steel Pillar,0,0,0,0,2,0,0,0
Mercenary,,Death Mask,0,0,0,0,1,0,0,0
Mercenary,,Immortal King's Soul Cage,0,0,0,0,1,0,0,0
Mercenary,,Hard Leather Armor,0,0,0,0,1,0,0,0
Mercenary,,Short Bow,0,0,0,0,1,0,0,0
Mercenary,,Viperfork,0,0,0,0,3,0,0,0
Mercenary,,Griswold's Heart,0,0,0,0,7,0,0,0
Mercenary,,Lore,0,0,0,0,1,0,0,0
Mercenary,,Todesfaelle Flamme,0,0,0,0,4,0,0,0
Mercenary,,Spirit Hood,0,0,0,0,1,0,0,0
Mercenary,,Holocaust Casque,0,0,0,0,1,0,0,0
Mercenary,,Spirit Forge,0,0,0,0,2,0,0,0
Mercenary,,Corpse Scratch,0,0,0,0,1,0,0,0
Mercenary,,Lightsabre,0,0,0,0,2,0,0,0
Mercenary,,War Hat,0,0,0,0,1,0,0,0
Mercenary,,Hailstone Cowl,0,0,0,0,1,0,0,0
Mercenary,,Raven Cloak,0,0,0,0,1,0,0,0
Mercenary,,Blackleach Blade,0,0,0,0,1,0,0,0
Mercenary,,GhoulRI Hew,0,0,0,0,1,0,0,0
Mercenary,,Dark Adherent,0,0,0,0,1,0,0,0
Mercenary,,Darksight Helm,0,0,0,0,2,0,0,0
Mercenary,,Loath Hide,0,0,0,0,1,0,0,0
Mercenary,,Rune Skewer,0,0,0,0,1,0,0,0
Mercenary,,The Meat Scraper,0,0,0,0,1,0,0,0
Mercenary,,Boneflesh,0,0,0,0,1,0,0,0
Mercenary,,Athena's Wrath,0,0,0,0,1,0,0,0
Mercenary,,Mask,0,0,0,0,1,0,0,0
Mercenary,,Brimstone Mask,0,0,0,0,1,0,0,0
Mercenary,,Wormskull,0,0,0,0,3,0,0,0
Mercenary,,Stealth,0,0,0,0,5,0,0,0
Mercenary,,Blood Mask,0,0,0,0,1,0,0,0
Mercenary,,Heavenly Garb,0,0,0,0,2,0,0,0
Mercenary,,Isenhart's Case,0,0,0,0,1,0,0,0
Mercenary,,Berserker's Headgear,0,0,0,0,1,0,0,0
Mercenary,,Rune Stake,0,0,0,0,1,0,0,0
Mercenary,,Nightwing's Veil,0,0,0,0,1,0,0,0
Mercenary,,Field Plate,0,0,0,0,1,0,0,0
Mercenary,,Skull Cap,0,0,0,0,2,0,0,0
Mercenary,,Lance of Yaggai,0,0,0,0,1,0,0,0
Mercenary,,Shadow Shell,0,0,0,0,1,0,0,0
Mercenary,,Doom Visor,0,0,0,0,1,0,0,0
Mercenary,,Ice,0,0,0,0,1,0,0,0
Mercenary,,Bing Sz Wang,0,0,0,0,3,0,0,0
Mercenary,,Infernal Cranium,0,0,0,0,1,0,0,0
Mercenary,,Pelta Lunata,0,0,0,0,1,0,0,0
Mercenary,,Natalya's Shadow,0,0,0,0,2,0,0,0
Mercenary,,Spike Thorn,0,0,0,0,1,0,0,0
Mercenary,,Pain Veil,0,0,0,0,1,0,0,0
Mercenary,,Ocher Ring Mail of the Jackal,0,0,0,0,1,0,0,0
Mercenary,,Full Helm of Energy,0,0,0,0,1,0,0,0
Mercenary,,Bloodthief,0,0,0,0,1,0,0,0
Mercenary,,Spirit Hide,0,0,0,0,1,0,0,0
Mercenary,,Howltusk,0,0,0,0,2,0,0,0
Mercenary,,Cleglaw's Tooth,0,0,0,0,1,0,0,0
Mercenary,,The Vile Husk,0,0,0,0,2,0,0,0
Mercenary,,Bloodmoon,0,0,0,0,1,0,0,0
Mercenary,,Dusk Shroud,0,0,0,0,1,0,0,0
Mercenary,,Haemosu's Adamant,0,0,0,0,2,0,0,0
Mercenary,,Bone Helm,0,0,0,0,1,0,0,0
Mercenary,,Strong Breast Plate,0,0,0,0,1,0,0,0
Mercenary,,Russet Cap of Self-Repair,0,0,0,0,1,0,0,0
Mercenary,,Scythe,0,0,0,0,1,0,0,0
Mercenary,,Dread Crest,0,0,0,0,1,0,0,0
Mercenary,,Eagle Wrap,0,0,0,0,1,0,0,0
Mercenary,,Storm Mar,0,0,0,0,1,0,0,0
Mercenary,,Havoc Wing,0,0,0,0,1,0,0,0
Mercenary,,Havoc Horn,0,0,0,0,1,0,0,0
Mercenary,,Chain Mail,0,0,0,0,1,0,0,0
Mercenary,,Harpoonist's Pike,0,0,0,0,1,0,0,0
Mercenary,,Sigon's Visor,0,0,0,0,1,0,0,0
Mercenary,,Demonhorn's Edge,0,0,0,0,1,0,0,0
Mercenary,,Jeweler's Diadem of Speed,0,0,0,0,1,0,0,0
Mercenary,,Que-Hegan's Wisdom,0,0,0,0,2,0,0,0
Mercenary,,Demon Pelt,0,0,0,0,1,0,0,0
Mercenary,,GhoulRI Needle,0,0,0,0,1,0,0,0
Mercenary,,Bul-Kathos' Sacred Charge,0,0,0,0,1,0,0,0
Mercenary,,Tancred's Skull,0,0,0,0,1,0,0,0
Mercenary,,Rhyme,0,0,0,0,1,0,0,0
Mercenary,,Rune Mask,0,0,0,0,1,0,0,0
Mercenary,,Dire Veil,0,0,0,0,1,0,0,0
Mercenary,,Ancients' Pledge,0,0,0,0,1,0,0,0
Mercenary,,Peasant Crown,0,0,0,0,2,0,0,0
Mercenary,,Hellrack,0,0,0,0,1,0,0,0
Mercenary,,Gale Casque,0,0,0,0,1,0,0,0
Mercenary,,Hexfire,0,0,0,0,1,0,0,0
Mercenary,,Bul-Kathos' Tribal Guardian,0,0,0,0,1,0,0,0
Mercenary,,Doom Shell,0,0,0,0,1,0,0,0
Mercenary,,Mesh Armor,0,0,0,0,1,0,0,0
Mercenary,,Wraithra Flange,0,0,0,0,1,0,0,0
Mercenary,,Blinkbat's Form,0,0,0,0,1,0,0,0
Mercenary,,Biggin's Bonnet,0,0,0,0,1,0,0,0
Mercenary,,Steelgoad,0,0,0,0,1,0,0,0
Mercenary,,Honor,0,0,0,0,1,0,0,0
Mercenary,,M'avina's Embrace,0,0,0,0,1,0,0,0
Mercenary,,Dread Bite,0,0,0,0,1,0,0,0
Mercenary,,Ring Mail,0,0,0,0,1,0,0,0
Mercenary,,Trident,0,0,0,0,1,0,0,0
Mercenary,,Bitter Shroud,0,0,0,0,1,0,0,0
Mercenary,,Hone Sundan,0,0,0,0,1,0,0,0
Mercenary,,GhoulRI Horn,0,0,0,0,1,0,0,0
Mercenary,,The Spirit Shroud,0,0,0,0,1,0,0,0
Mercenary,,Wraith Flight,0,0,0,0,1,0,0,0
Mercenary,,Skullder's Ire,0,0,0,0,1,0,0,0
Mercenary,,Breast Plate,0,0,0,0,1,0,0,0
Mercenary,,Isenhart's Lightbrand,0,0,0,0,1,0,0,0
Mercenary,,Large Shield,0,0,0,0,1,0,0,0
Mercenary,,Bardiche,0,0,0,0,1,0,0,0
Mercenary,,Iceblink,0,0,0,0,1,0,0,0
Mercenary,,Strong Bone Helm of Radiance,0,0,0,0,1,0,0,0
Mercenary,,PlagueRI Shell,0,0,0,0,1,0,0,0
Mercenary,,Blood Barb,0,0,0,0,1,0,0,0
Mercenary Runeword,,Treachery,0,0,0,0,250,251,254,251
Mercenary Unique,,Vampire Gaze,0,0,0,0,159,163,162,165
Mercenary Runeword,,Insight,0,0,0,0,230,228,223,222
Mercenary Unique,,Steel Shade,0,0,0,0,282,282,286,286
Mercenary Runeword,,Doom,0,0,0,0,21,23,24,24
Mercenary Set,,Tal Rasha's Horadric Crest,0,0,0,0,253,251,244,237
Mercenary Runeword,,Harmony,0,0,0,0,42,42,45,44
Mercenary Unique,,Shaftstop,0,0,0,0,147,148,149,150
Mercenary Runeword,,Infinity,0,0,0,0,348,348,349,352
Mercenary Unique,,The Gladiator's Bane,0,0,0,0,87,87,88,90
Mercenary Unique,,The Reaper's Toll,0,0,0,0,96,96,96,95
Mercenary Unique,,Andariel's Visage,0,0,0,0,164,165,167,168
Mercenary Runeword,,Fortitude,0,0,0,0,233,238,240,245
Mercenary Unique,,Blackhorn's Face,0,0,0,0,8,8,9,9
Mercenary Unique,,Guardian Angel,0,0,0,0,34,34,35,35
Mercenary Unique,,Kira's Guardian,0,0,0,0,15,15,17,16
Mercenary Runeword,,Lawbringer,0,0,0,0,86,85,82,82
Mercenary Runeword,,Plague,0,0,0,0,32,33,34,33
Mercenary Runeword,,Phoenix,0,0,0,0,8,7,7,7
Mercenary Runeword,,Hustle,0,0,0,0,9,9,9,8
Mercenary Runeword,,Silence,0,0,0,0,44,42,43,45
Mercenary Unique,,Griffon's Eye,0,0,0,0,2,2,2,2
Mercenary Unique,,Skin of the Vipermagi,0,0,0,0,11,11,10,9
Mercenary Unique,,Azurewrath,0,0,0,0,7,7,7,7
Mercenary Runeword,,Spirit,0,0,0,0,32,32,30,30
Mercenary Unique,,Black Hades,0,0,0,0,8,7,7,8
Mercenary Unique,,Leviathan,0,0,0,0,67,67,69,69
Mercenary Set,,Sazabi's Mental Sheath,0,0,0,0,3,3,3,3
Mercenary Unique,,Bonehew,0,0,0,0,12,12,10,10
Mercenary Runeword,,Breath of the Dying,0,0,0,0,7,8,8,8
Mercenary Set,,Naj's Light Plate,0,0,0,0,14,14,13,13
Mercenary Unique,,Stormshield,0,0,0,0,21,20,21,20
Mercenary Unique,,Culwen's Point,0,0,0,0,4(+1),5(+1),5(+1),4(+1)
Mercenary Unique,,Gerke's Sanctuary,0,0,0,0,7,7,7,7
Mercenary Unique,,Duriel's Shell,0,0,0,0,90,86,83,78
Mercenary Runeword,,Faith,0,0,0,0,6,6,7,8
Mercenary Runeword,,Bulwark,0,0,0,0,11,10,10,10
Mercenary Unique,,Crown of Ages,0,0,0,0,19,19,21,22
Mercenary Unique,,Harlequin Crest,0,0,0,0,9,8,8,8
Mercenary Unique,,Tyrael's Might,0,0,0,0,2,2,2,2
Mercenary Unique,,Arkaine's Valor,0,0,0,0,6,6,7,7
Mercenary Runeword,,Pride,0,0,0,0,7,8,9,9
Mercenary Unique,,The Ward,0,0,0,0,4,4,3,3
Mercenary Unique,,Crown of Thieves,0,0,0,0,45,45,47,47
Mercenary Unique,,The Grandfather,0,0,0,0,14,14,14,13
Mercenary Runeword,,Hearth,0,0,0,0,4,4,4,4
Mercenary Unique,,Twitchthroe,0,0,0,0,4,4,4,4
Mercenary Unique,,Buriza-Do Kyanon,0,0,0,0,7(+1),7(+1),7(+1),7(+1)
Mercenary Set,,Guillaume's Face,0,0,0,0,21,21,17,17
Mercenary Runeword,,Last Wish,0,0,0,0,3,3,3,3
Mercenary Unique,,Steel Carapace,0,0,0,0,9,9,9,8
Mercenary Runeword,,Obedience,0,0,0,0,43,42,41,41
Mercenary Runeword,,Dream,0,0,0,0,6,6,7,7
Mercenary Unique,,Skin of the Flayed One,0,0,0,0,9,9,10,10
Mercenary Runeword,,Crescent Moon,0,0,0,0,1,1,1,1
Mercenary Runeword,,Chains of Honor,0,0,0,0,6,5,5,5
Mercenary Unique,,Tiamat's Rebuke,0,0,0,0,1,1,1,1
Mercenary Runeword,,Smoke,0,0,0,0,20,20,19,19
Mercenary Unique,,Dimoak's Hew,0,0,0,0,1,1,1,1
Mercenary Unique,,Templar's Might,0,0,0,0,1,1,1,1
Mercenary Set,,Natalya's Totem,0,0,0,0,9,9,10,10
Mercenary Unique,,Flamebellow,0,0,0,0,2,2,2,2
Mercenary Unique,,Corpsemourn,0,0,0,0,3,3,3,3
Mercenary Runeword,,Duress,0,0,0,0,6,6,6,6
Mercenary Runeword,,Enigma,0,0,0,0,1,1,1,1
Mercenary Unique,,Windforce,0,0,0,0,1,1,1,0
Mercenary Runeword,,Grief,0,0,0,0,1,1,1,1
Mercenary Runeword,,Oath,0,0,0,0,2,2,1,1
Mercenary Unique,,Headstriker,0,0,0,0,4,4,4,4
Mercenary Unique,,Giant Skull,0,0,0,0,7,7,7,8
Mercenary Set,,Hwanin's Splendor,0,0,0,0,3,3,3,3
Mercenary Runeword,,Unbending Will,0,0,0,0,4,4,4,4
Mercenary Unique,,Duskdeep,0,0,0,0,5,5,5,5
Mercenary Unique,,Arreat's Face,0,0,0,0,11,11,12,12
Mercenary Set,,Sigon's Guard,0,0,0,0,3,3,3,3
Mercenary Unique,,Arioc's Needle,0,0,0,0,2(+1),2(+1),2(+1),2(+1)
Mercenary Set,,Ondal's Almighty,0,0,0,0,1,1,1,1
Mercenary Set,,Tal Rasha's Guardianship,0,0,0,0,5,5,5,5
Mercenary Unique,,Stealskull,0,0,0,0,15,15,17,16
Mercenary Runeword,,Passion,0,0,0,0,1,1,1,1
Mercenary Unique,,Rockfleece,0,0,0,0,6,6,6,6
Mercenary Set,,Griswold's Valor,0,0,0,0,1,1,1,1
Mercenary Runeword,,Stone,0,0,0,0,9,9,9,9
Mercenary Unique,,Tomb Reaver,0,0,0,0,20,20,20,19
Mercenary Unique,,Lidless Wall,0,0,0,0,2,2,2,2
Mercenary Unique,,Veil of Steel,0,0,0,0,6,6,5,5
Mercenary Unique,,Silks of the Victor,0,0,0,0,2,2,2,2
Mercenary Runeword,,Gloom,0,0,0,0,2,2,2,2
Mercenary Runeword,,Destruction,0,0,0,0,1,1,1,1
Mercenary Unique,,Toothrow,0,0,0,0,4,4,5,5
Mercenary Unique,,Blade of Ali Baba,0,0,0,0,0(+2),0(+2),0(+2),0(+2)
Mercenary Set,,Sazabi's Ghost Liberator,0,0,0,0,1,1,1,1
Mercenary Set,,Sazabi's Cobalt Redeemer,0,0,0,0,1,1,1,1
Mercenary Set,,M'avina's True Sight,0,0,0,0,2,1,1,1
Mercenary Runeword,,2693,0,0,0,0,1,1,1,1
Mercenary Unique,,Blackoak Shield,0,0,0,0,2,2,2,2
Mercenary Runeword,,Bramble,0,0,0,0,3,3,4,4
Mercenary Set,,Arctic Furs,0,0,0,0,1,1,1,1
Mercenary Set,,Arctic Horn,0,0,0,0,1,1,1,1
Mercenary Runeword,,Prudence,0,0,0,0,1,1,1,1
Mercenary Unique,,Pus Spitter,0,0,0,0,1,1,1,1
Mercenary Runeword,,Edge,0,0,0,0,1,1,1,1
Mercenary Unique,,Bloodletter,0,0,0,0,0(+1),0(+1),0(+1),0(+1)
Mercenary Unique,,Plague Bearer,0,0,0,0,2,2,2,2
Mercenary Unique,,Moser's Blessed Circle,0,0,0,0,2,2,2,2
Mercenary Set,,Isenhart's Horns,0,0,0,0,2,2,2,2
Mercenary Unique,,Razortine,0,0,0,0,1,1,1,1
Mercenary Runeword,,Lionheart,0,0,0,0,6,6,4,4
Mercenary Unique,,Rattlecage,0,0,0,0,3,3,2,2
Mercenary Unique,,Rockstopper,0,0,0,0,7,8,9,9
Mercenary Set,,Naj's Circlet,0,0,0,0,5,4,4,4
Mercenary Unique,,Swordguard,0,0,0,0,0(+2),0(+2),0(+2),0(+2)
Mercenary Unique,,Darkglow,0,0,0,0,3,4,4,4
Mercenary Set,,Cathan's Visage,0,0,0,0,1,1,1,1
Mercenary Unique,,Undead Crown,0,0,0,0,2,2,2,2
Mercenary Unique,,Atma's Wail,0,0,0,0,2,3,2,1
Mercenary Set,,Trang-Oul's Scales,0,0,0,0,2,1,1,1
Mercenary Unique,,Goldskin,0,0,0,0,7,6,6,6
Mercenary Unique,,Iron Pelt,0,0,0,0,1,1,1,1
Mercenary Unique,,Steel Pillar,0,0,0,0,1,1,1,0
Mercenary Set,,Immortal King's Soul Cage,0,0,0,0,1,1,1,1
Mercenary Unique,,Viperfork,0,0,0,0,3,3,3,3
Mercenary Set,,Griswold's Heart,0,0,0,0,7,7,6,6
Mercenary Runeword,,Lore,0,0,0,0,1,1,1,1
Mercenary Unique,,Todesfaelle Flamme,0,0,0,0,4,4,5,5
Mercenary Unique,,Spirit Forge,0,0,0,0,2,2,1,1
Mercenary Unique,,Lightsabre,0,0,0,0,3,3,3,3
Mercenary Unique,,Blackleach Blade,0,0,0,0,1,1,2,2
Mercenary Set,,Dark Adherent,0,0,0,0,1,1,1,1
Mercenary Unique,,Darksight Helm,0,0,0,0,2,2,2,2
Mercenary Unique,,The Meat Scraper,0,0,0,0,1,1,1,1
Mercenary Unique,,Boneflesh,0,0,0,0,1,1,1,1
Mercenary Unique,,Athena's Wrath,0,0,0,0,0(+1),0(+1),0(+1),0(+1)
Mercenary Unique,,Wormskull,0,0,0,0,3,4,4,4
Mercenary Runeword,,Stealth,0,0,0,0,5,5,4,4
Mercenary Unique,,Heavenly Garb,0,0,0,0,2,2,2,2
Mercenary Set,,Isenhart's Case,0,0,0,0,1,1,1,1
Mercenary Set,,Berserker's Headgear,0,0,0,0,1,1,1,1
Mercenary Unique,,Nightwing's Veil,0,0,0,0,1,1,1,1
Mercenary Unique,,Lance of Yaggai,0,0,0,0,1,1,1,1
Mercenary Runeword,,Ice,0,0,0,0,1,0,1,1
Mercenary Unique,,Bing Sz Wang,0,0,0,0,3,3,3,3
Mercenary Set,,Infernal Cranium,0,0,0,0,1,1,1,1
Mercenary Unique,,Pelta Lunata,0,0,0,0,1,1,1,1
Mercenary Set,,Natalya's Shadow,0,0,0,0,2,2,1,1
Mercenary Unique,,Spike Thorn,0,0,0,0,1,1,1,1
Mercenary Unique,,Bloodthief,0,0,0,0,1,1,1,1
Mercenary Unique,,Howltusk,0,0,0,0,2,2,2,2
Mercenary Set,,Cleglaw's Tooth,0,0,0,0,1,1,1,1
Mercenary Unique,,The Vile Husk,0,0,0,0,2,2,2,2
Mercenary Unique,,Bloodmoon,0,0,0,0,1,1,1,1
Mercenary Set,,Haemosu's Adamant,0,0,0,0,2,2,2,2
Mercenary Set,,Sigon's Visor,0,0,0,0,1,1,1,1
Mercenary Unique,,Demonhorn's Edge,0,0,0,0,1,1,1,1
Mercenary Unique,,Que-Hegan's Wisdom,0,0,0,0,2,2,2,2
Mercenary Set,,Bul-Kathos' Sacred Charge,0,0,0,0,1,1,1,1
Mercenary Set,,Tancred's Skull,0,0,0,0,1,1,1,1
Mercenary Runeword,,Rhyme,0,0,0,0,1,1,1,1
Mercenary Runeword,,Ancients' Pledge,0,0,0,0,1,1,1,1
Mercenary Unique,,Peasant Crown,0,0,0,0,2,2,2,2
Mercenary Unique,,Hellrack,0,0,0,0,1,1,1,1
Mercenary Unique,,Hexfire,0,0,0,0,1,1,1,1
Mercenary Set,,Bul-Kathos' Tribal Guardian,0,0,0,0,1,1,1,1
Mercenary Unique,,Blinkbat's Form,0,0,0,0,1,1,1,1
Mercenary Unique,,Biggin's Bonnet,0,0,0,0,1,1,1,1
Mercenary Unique,,Steelgoad,0,0,0,0,1,1,1,1
Mercenary Runeword,,Honor,0,0,0,0,2,2,2,2
Mercenary Set,,M'avina's Embrace,0,0,0,0,1,1,1,1
Mercenary Unique,,Hone Sundan,0,0,0,0,1,1,1,1
Mercenary Unique,,The Spirit Shroud,0,0,0,0,1,1,1,1
Mercenary Unique,,Wraith Flight,0,0,0,0,1,1,1,1
Mercenary Unique,,Skullder's Ire,0,0,0,0,1,1,1,2
Mercenary Set,,Isenhart's Lightbrand,0,0,0,0,1,1,1,1
Mercenary Unique,,Iceblink,0,0,0,0,1,1,1,1
Mercenary Unique,,Doombringer,0,0,0,0,1,1,1(+1),1
Mercenary Unique,,Tarnhelm,0,0,0,0,1,0,0,0
Mercenary Runeword,,Radiance,0,0,0,0,1,1,1,1
Mercenary Runeword,,Death,0,0,0,0,1,1,1,0
Mercenary Unique,,Husoldal Evo,0,0,0,0,0(+1),0,0,0
Mercenary Unique,,Cloudcrack,0,0,0,0,0,0(+1),0(+1),0(+1)
Mercenary Unique,,Spirit Ward,0,0,0,0,0,1,0,0
Mercenary Runeword,,Wealth,0,0,0,0,0,1,1,1
Unique,,The Gavel of Pain,0,0,0,0,0,0,1,0
Mercenary Set,,Sigon's Shelter,0,0,0,0,0,0,1,0
Mercenary Unique,,The Face of Horror,0,0,0,0,0,0,1,0
Mercenary Unique,,The Dragon Chang,0,0,0,0,0,0,1,0
Mercenary Unique,,Medusa's Gaze,0,0,0,0,0,0,0,1
Mercenary Unique,,Radament's Sphere,0,0,0,0,0,0,0,1
Mercenary Runeword,,Mist,0,0,0,0,0,0,0,1
